scope,key,n,samples,samples_below,below_loq,loq_gt_30pct_eqs,below_loq_no_loq,no_loq_any,qc_loq_unknown,declared_and_bounded,declared_not_bounded,undeclared_but_bounded,silent,has_eqs,loq_gt_eqs,censored,censored_with_value
substance,Oil fractions (C10-40),54,225,220,54,0,0,0,0,54,0,0,0,0,0,51,51
substance,"TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin)",53,163,90,17,0,0,36,36,17,0,0,36,0,0,10,10
substance,trans-Nonachlor,52,317,172,33,0,0,12,12,40,0,0,12,0,0,33,33
substance,Cymoxanil,52,61,61,52,0,0,0,0,52,0,0,0,0,0,52,52
substance,Surfactants (anionic),51,390,305,49,0,0,1,1,50,0,0,1,0,0,42,42
substance,Cyanobacteria proportion,48,49,0,0,0,0,48,0,0,0,0,48,0,0,0,0
substance,Hexabromobiphenyl,45,62,62,45,0,0,0,0,45,0,0,0,0,0,45,45
substance,1-chloro-2-nitrobenzene,43,407,399,43,0,0,0,0,43,0,0,0,0,0,43,43
substance,Metaflumizone,42,77,77,42,0,0,0,0,42,0,0,0,0,0,42,42
substance,1-chloro-4-nitrobenzene,42,382,380,42,0,0,0,0,42,0,0,0,0,0,42,42
substance,Dichlorophenol,40,221,221,40,0,0,0,0,40,0,0,0,0,0,40,40
substance,Fipronil,40,62,58,36,0,0,0,0,40,0,0,0,0,0,36,36
substance,"PCB 81 (3,4,4',5-tetrachlorobiphenyl)",39,139,137,39,0,0,0,0,39,0,0,0,0,0,39,39
substance,Hexachlorocyclopentadiene (HCCP),37,155,154,37,0,0,0,0,37,0,0,0,0,0,37,37
substance,Triphenyltin and compounds,37,178,175,36,0,0,0,0,37,0,0,0,0,0,34,34
substance,Fludioxonil,37,92,83,35,0,0,0,0,37,0,0,0,0,0,31,31
substance,Pentachloroanisole,36,295,147,17,0,0,12,12,24,0,0,12,0,0,17,17
substance,Total dioxins and furans (PCDD + PCDF),36,66,0,0,0,0,36,36,0,0,0,36,0,0,0,0
substance,Diflubenzuron,36,36,36,36,0,0,0,0,36,0,0,0,0,0,36,36
substance,Azoxystrobin,35,45,33,29,0,0,0,0,35,0,0,0,0,0,24,24
substance,Aniline,33,265,196,29,0,0,0,0,33,0,0,0,0,0,20,20
substance,"PCB 114 (2,3,4,4',5-pentachlorobiphenyl)",33,97,97,33,0,0,0,0,33,0,0,0,0,0,33,33
substance,"PCB 167 (1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene)",33,97,90,33,0,0,0,0,33,0,0,0,0,0,31,31
substance,"PCB 189 (1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene)",33,97,95,33,0,0,0,0,33,0,0,0,0,0,32,32
substance,"PCB 123 (1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene)",33,97,97,33,0,0,0,0,33,0,0,0,0,0,33,33
substance,Chlorthal-dimethyl,30,74,74,30,0,0,0,0,30,0,0,0,0,0,30,30
substance,Boscalid,30,85,68,28,0,0,0,0,30,0,0,0,0,0,25,25
substance,Bromide,27,226,38,12,0,0,1,1,26,0,0,1,0,0,10,10
substance,"2,4,6-tri-tert-butylphenol",25,224,0,6,0,0,0,0,25,0,0,0,0,0,6,6
substance,"1,3,5,7,9,11-hexabromocyclododecane",23,276,182,16,0,0,0,0,23,0,0,0,0,0,14,14
substance,Teradifon,22,43,43,22,0,0,0,0,22,0,0,0,0,0,22,22
substance,Chlorpropham,21,42,42,21,0,0,0,0,21,0,0,0,0,0,21,21
substance,Pyridaben,21,42,42,21,0,0,0,0,21,0,0,0,0,0,21,21
substance,Propetamphos,20,23,23,20,0,0,0,0,20,0,0,0,0,0,20,20
substance,Cyproconazole,20,41,41,20,0,0,0,0,20,0,0,0,0,0,20,20
substance,Kresoxim-methyl,20,41,41,20,0,0,0,0,20,0,0,0,0,0,20,20
substance,Lambda-Cyhalothrin,20,41,41,20,0,0,0,0,20,0,0,0,0,0,20,20
substance,Metformin,19,20,2,2,0,0,0,0,19,0,0,0,0,0,2,2
substance,Oxybenzone,19,20,20,19,0,0,0,0,19,0,0,0,0,0,19,19
substance,Guanylurea,19,20,7,7,0,0,0,0,19,0,0,0,0,0,7,7
substance,Avobenzone,19,20,20,19,0,0,0,0,19,0,0,0,0,0,19,19
substance,Clindamycin,19,20,9,9,0,0,0,0,19,0,0,0,0,0,8,8
substance,Ofloxacin,19,20,0,0,0,0,0,0,19,0,0,0,0,0,0,0
substance,Octocrylene,19,20,20,19,0,0,0,0,19,0,0,0,0,0,19,19
substance,Tritium,18,208,64,7,0,0,10,10,8,10,0,0,0,0,6,6
substance,Dalapon,17,147,147,17,0,0,0,0,17,0,0,0,0,0,17,17
substance,Dinitro-o-cresol (DNOC),16,156,85,15,0,0,0,0,16,0,0,0,0,0,15,15
substance,Cyfluthrin,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Buprofezin,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Fluroxypyr-meptyl,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Flusilazole,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Methylparaoxon,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Chlorothalonil,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Trichloronate,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Iprovalicarb,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,cis-Nonachlor,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Prothiofos,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Vinclozolin,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Glufosinate,16,25,23,16,0,0,0,0,16,0,0,0,0,0,14,14
substance,Trichlorfon,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Coumaphos,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Dimethomorph,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Sulprofos,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Propanil,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Folpet,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Bromopropylate,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Benalaxyl,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,EPTC,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Phorate,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Quizalofop-Ethyl,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Malaoxon,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Fensulfothion,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Aldicarb,16,25,25,16,0,0,0,0,16,0,0,0,0,0,16,16
substance,Bronopol,14,117,117,14,0,0,0,0,14,0,0,0,0,0,14,14
substance,"2,4,6-trinitrotoluene",14,79,79,14,0,0,0,0,14,0,0,0,0,0,14,14
substance,Difenoconazole,12,39,38,12,0,0,0,0,12,0,0,0,0,0,11,11
substance,Toxaphene,10,40,40,10,0,0,0,0,10,0,0,0,0,0,10,10
substance,Cyanobacteria biomass,9,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0
substance,"1,4-dioxane",9,63,52,9,0,0,0,0,9,0,0,0,0,0,7,7
substance,Cyprodinil,9,19,19,9,0,0,0,0,9,0,0,0,0,0,9,9
substance,Metalaxyl-M,8,74,2,2,0,0,5,5,3,0,0,5,0,0,2,1
substance,Methylbenzotriazol,6,81,11,3,0,0,3,3,3,0,0,3,0,0,2,2
substance,Propachlor,6,8,8,6,0,0,0,0,6,0,0,0,0,0,6,6
substance,2-chloroaniline,6,72,70,6,0,0,0,0,6,0,0,0,0,0,6,6
substance,Benzo[e]pyrene,6,18,18,6,0,0,0,0,6,0,0,0,0,0,6,6
substance,Biphenyl,5,17,17,5,0,0,0,0,5,0,0,0,0,0,5,5
substance,Fenbuconazole,5,17,17,5,0,0,0,0,5,0,0,0,0,0,5,5
substance,Perylene,5,17,17,5,0,0,0,0,5,0,0,0,0,0,5,5
substance,TAME,4,4,4,4,0,0,0,0,4,0,0,0,0,0,4,4
substance,Diclofenac sodium,4,7,1,1,0,0,0,0,4,0,0,0,4,0,1,1
substance,Benzosulfonazole,3,36,6,2,0,0,0,0,3,0,0,0,0,0,0,0
substance,Monobutyltin,3,12,8,3,0,0,0,0,3,0,0,0,0,0,2,2
substance,Ethylenethiourea (ETU),2,9,0,0,0,0,2,2,0,0,0,2,0,0,0,0
substance,Extractable organically bound chlorine,2,22,22,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,Perfluorotetradecanoic acid (PFTeDA),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,6:2 Fluorotelomer alcohol (6:2 FTOH),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,"Ammonium 4,8-dioxa-3H-perfluorononanoate",2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,8:2 Fluorotelomer alcohol (8:2 FTOH),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,Perfluorooctadecanoic acid (PFOcDA),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,Ammonium perfluoro (2-methyl-3-oxahexanoate) (HFPO-DA),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,Perfluorohexadecanoic acid (PFHxDA),2,3,3,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,"4,4`-dichlorobenzophenone",2,8,8,2,0,0,0,0,2,0,0,0,0,0,2,2
substance,Hydrogen sulphide,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,1
substance,2-chlorophenol,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
substance,2-methylthiobenzothiazole,1,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0
country,ES,1811731,9452832,6686727,1444783,138442,0,154629,8863,1657102,28399,0,126230,316783,77358,1353539,1349859
country,FR,691605,5909604,2226567,392531,55750,8842,279979,72758,411626,0,0,279979,124560,29378,364960,364960
country,CZ,521356,5856609,3396616,359072,38983,0,33646,5748,487710,16249,0,17397,86245,19138,303053,303053
country,IT,275159,1934847,653865,117158,18627,7,137735,71194,137414,0,10,137735,49405,12923,111488,111353
country,DE,176815,2531304,909248,92643,11347,0,33547,27529,137638,0,5630,33547,37077,6795,80955,80953
country,FI,94289,757922,16939,3372,222,0,88258,26298,6031,0,0,88258,4801,159,3076,3075
country,BE,79009,945767,453674,43736,3946,0,27975,9256,51034,9647,0,18328,21589,2312,37222,30026
country,PL,66409,733607,44701,6073,1282,0,54745,21879,11664,0,0,54745,11736,791,4420,4325
country,SE,59337,619797,2707,1739,33,0,44186,10336,15151,1,0,44185,3170,23,1396,1279
country,AT,49374,514106,2935,2672,777,0,44729,14081,4645,0,0,44729,4685,237,2253,2253
country,HU,44693,924768,0,0,0,0,43525,13220,1168,0,0,43525,4620,0,0,0
country,RO,38884,339241,72288,14216,3207,2,11008,1408,27876,0,0,11008,4531,1453,9054,7117
country,IE,35142,369333,92422,11651,1008,0,12247,6159,22689,0,206,12247,3801,573,10565,10565
country,RS,29092,191275,22950,5009,432,0,22200,10212,6892,0,0,22200,3053,171,4195,4195
country,SK,26294,278068,89382,10757,1546,24,9824,1349,16469,1054,1,8770,3554,964,9919,9919
country,LT,25819,235830,7985,2308,378,0,15771,5493,10048,0,0,15771,3088,200,2174,1795
country,EE,22543,168518,2936,993,62,372,21710,1299,833,3274,0,18436,533,28,534,534
country,BG,19072,124576,2053,1226,276,0,13770,1574,5302,0,0,13770,1495,187,1061,1061
country,NO,17653,71297,2025,1003,67,0,14888,6725,2765,0,0,14888,1486,0,746,746
country,LV,15906,114438,2803,1207,232,0,11322,2295,4584,0,0,11322,1137,229,1179,1179
country,HR,15360,151703,19928,3721,323,0,7682,4013,7678,0,0,7682,2233,210,3304,3304
country,NL,12527,177072,60723,7126,774,0,4067,1555,8460,0,0,4067,2044,446,6037,5998
country,BA,9068,47583,4661,726,120,0,6734,2355,2334,0,0,6734,992,90,374,365
country,DK,8280,171271,0,126,0,0,7806,0,474,1920,0,5886,0,0,126,126
country,AL,7916,26882,292,378,0,0,3497,15,4388,458,31,3039,15,0,269,269
country,CY,7491,35359,18215,4914,462,0,1107,435,6384,0,0,1107,935,315,4571,4559
country,EL,7169,24675,0,1025,25,0,3635,2044,3450,0,84,3635,556,16,1025,896
country,MK,5541,46212,817,196,95,0,5193,1672,348,0,0,5193,791,71,54,54
country,XK,4218,23944,795,567,289,0,3605,641,613,0,0,3605,420,189,552,552
country,CH,4159,164859,7699,203,21,0,2885,149,1274,0,0,2885,117,19,139,139
country,PT,3387,20441,2134,1245,223,0,1406,36,1981,0,0,1406,286,210,1194,1151
country,LI,2079,10252,0,0,0,0,2075,0,4,0,0,2075,0,0,0,0
country,LU,1339,10589,3848,493,82,0,752,313,587,0,0,752,255,52,386,386
country,ME,1222,5287,0,0,0,0,1222,0,0,0,0,1222,0,0,0,0
country,TR,336,1757,0,0,0,0,336,0,0,32,0,304,0,0,0,0
country,IS,283,1343,138,79,6,0,113,53,170,0,0,113,25,4,69,69
country,MT,276,414,378,254,36,0,22,16,254,0,0,22,150,24,250,250
class,Organic micropollutants,561228,4247971,3283479,503710,214117,2786,45102,45102,515859,0,267,45102,561228,128899,474397,470664
class,Metals,134940,1179210,516316,83813,64956,1237,36349,36349,98296,0,295,36349,134940,25666,68471,67466
era,pre2015,2147102,19659498,5186385,842424,120555,9247,1076718,330963,1064422,9921,5962,1066797,312881,70873,770858,767455
era,2015plus,2043731,13333884,9622066,1690778,158518,0,51113,10,1992618,51113,0,0,383287,83692,1549281,1538910
era_country,ES:2015plus,1545684,8111832,6492609,1337433,118546,0,28399,0,1517285,28399,0,0,289686,63960,1251458,1250191
era_country,FR:pre2015,691605,5909604,2226567,392531,55750,8842,279979,72758,411626,0,0,279979,124560,29378,364960,364960
era_country,CZ:2015plus,403024,4055493,2435182,286412,31893,0,14043,10,388981,14043,0,0,68346,15732,242597,242597
era_country,IT:pre2015,275159,1934847,653865,117158,18627,7,137735,71194,137414,0,10,137735,49405,12923,111488,111353
era_country,ES:pre2015,266047,1341000,194118,107350,19896,0,126230,8863,139817,0,0,126230,27097,13398,102081,99668
era_country,DE:pre2015,133801,1938869,535332,59205,6930,0,33547,27529,94624,0,5630,33547,24321,4519,52515,52513
era_country,CZ:pre2015,118332,1801116,961434,72660,7090,0,19603,5738,98729,2206,0,17397,17899,3406,60456,60456
era_country,FI:pre2015,94289,757922,16939,3372,222,0,88258,26298,6031,0,0,88258,4801,159,3076,3075
era_country,PL:pre2015,66409,733607,44701,6073,1282,0,54745,21879,11664,0,0,54745,11736,791,4420,4325
era_country,SE:pre2015,59318,619777,2707,1739,33,0,44185,10336,15133,0,0,44185,3170,23,1396,1279
era_country,AT:pre2015,49374,514106,2935,2672,777,0,44729,14081,4645,0,0,44729,4685,237,2253,2253
era_country,BE:pre2015,45128,525083,172955,18425,2041,0,21359,9256,23769,3031,0,18328,10985,1266,14974,14945
era_country,HU:pre2015,44693,924768,0,0,0,0,43525,13220,1168,0,0,43525,4620,0,0,0
era_country,DE:2015plus,43014,592435,373916,33438,4417,0,0,0,43014,0,0,0,12756,2276,28440,28440
era_country,IE:pre2015,35142,369333,92422,11651,1008,0,12247,6159,22689,0,206,12247,3801,573,10565,10565
era_country,BE:2015plus,33881,420684,280719,25311,1905,0,6616,0,27265,6616,0,0,10604,1046,22248,15081
era_country,RS:pre2015,29092,191275,22950,5009,432,0,22200,10212,6892,0,0,22200,3053,171,4195,4195
era_country,SK:pre2015,26294,278068,89382,10757,1546,24,9824,1349,16469,1054,1,8770,3554,964,9919,9919
era_country,LT:pre2015,25819,235830,7985,2308,378,0,15771,5493,10048,0,0,15771,3088,200,2174,1795
era_country,RO:pre2015,24866,223904,32935,6319,1450,2,11008,1408,13858,0,0,11008,2636,775,4694,4694
era_country,EE:pre2015,22543,168518,2936,993,62,372,21710,1299,833,3274,0,18436,533,28,534,534
era_country,BG:pre2015,19072,124576,2053,1226,276,0,13770,1574,5302,0,0,13770,1495,187,1061,1061
era_country,NO:pre2015,17653,71297,2025,1003,67,0,14888,6725,2765,0,0,14888,1486,0,746,746
era_country,LV:pre2015,15906,114438,2803,1207,232,0,11322,2295,4584,0,0,11322,1137,229,1179,1179
era_country,HR:pre2015,15360,151703,19928,3721,323,0,7682,4013,7678,0,0,7682,2233,210,3304,3304
era_country,RO:2015plus,14018,115337,39353,7897,1757,0,0,0,14018,0,0,0,1895,678,4360,2423
era_country,NL:pre2015,12527,177072,60723,7126,774,0,4067,1555,8460,0,0,4067,2044,446,6037,5998
era_country,BA:pre2015,9068,47583,4661,726,120,0,6734,2355,2334,0,0,6734,992,90,374,365
era_country,CY:pre2015,7491,35359,18215,4914,462,0,1107,435,6384,0,0,1107,935,315,4571,4559
era_country,EL:pre2015,7169,24675,0,1025,25,0,3635,2044,3450,0,84,3635,556,16,1025,896
era_country,DK:pre2015,6684,141764,0,126,0,0,6210,0,474,324,0,5886,0,0,126,126
era_country,MK:pre2015,5541,46212,817,196,95,0,5193,1672,348,0,0,5193,791,71,54,54
era_country,AL:pre2015,5421,18306,5,91,0,0,3039,15,2351,0,31,3039,15,0,91,91
era_country,XK:pre2015,4218,23944,795,567,289,0,3605,641,613,0,0,3605,420,189,552,552
era_country,CH:pre2015,4159,164859,7699,203,21,0,2885,149,1274,0,0,2885,117,19,139,139
era_country,PT:pre2015,3387,20441,2134,1245,223,0,1406,36,1981,0,0,1406,286,210,1194,1151
era_country,AL:2015plus,2495,8576,287,287,0,0,458,0,2037,458,0,0,0,0,178,178
era_country,LI:pre2015,2079,10252,0,0,0,0,2075,0,4,0,0,2075,0,0,0,0
era_country,DK:2015plus,1596,29507,0,0,0,0,1596,0,0,1596,0,0,0,0,0,0
era_country,LU:pre2015,1339,10589,3848,493,82,0,752,313,587,0,0,752,255,52,386,386
era_country,ME:pre2015,1222,5287,0,0,0,0,1222,0,0,0,0,1222,0,0,0,0
era_country,TR:pre2015,336,1757,0,0,0,0,336,0,0,32,0,304,0,0,0,0
era_country,IS:pre2015,283,1343,138,79,6,0,113,53,170,0,0,113,25,4,69,69
era_country,MT:pre2015,276,414,378,254,36,0,22,16,254,0,0,22,150,24,250,250
era_country,SE:2015plus,19,20,0,0,0,0,1,0,18,1,0,0,0,0,0,0
period,2020-2024,1416091,8871317,6681224,1201353,105820,0,40677,0,1375414,40677,0,0,264135,54833,1108835,1098464
period,2010-2014,905845,7793410,3728784,485746,73643,379,312226,123259,592269,9649,1350,302577,171682,42126,435702,435072
period,2005-2009,745949,6597459,1457439,351926,46824,8868,316737,96720,427947,272,1265,316465,110738,28731,330406,327679
period,2015-2019,627640,4462567,2940842,489425,52698,0,10436,10,617204,10436,0,0,119152,28859,440446,440446
period,2000-2004,223424,2359512,141,3734,71,0,198653,75062,24749,0,22,198653,21193,16,3732,3687
period,1995-1999,117411,1327511,5,519,1,0,106738,18464,10652,0,21,106738,5657,0,519,518
period,1990-1994,73767,819419,16,261,16,0,67214,8519,6023,0,530,67214,2221,0,261,261
period,1985-1989,33574,380940,0,133,0,0,29884,3331,1973,0,1717,29884,399,0,133,133
period,1980-1984,23503,202889,0,94,0,0,21654,2829,792,0,1057,21654,440,0,94,94
period,1975-1979,17068,120883,0,11,0,0,17051,2779,17,0,0,17051,551,0,11,11
period,1970-1974,5317,44118,0,0,0,0,5317,0,0,0,0,5317,0,0,0,0
period,1965-1969,1244,13357,0,0,0,0,1244,0,0,0,0,1244,0,0,0,0
year,2023,333792,2234208,1585367,272236,23071,0,13006,0,320786,13006,0,0,62180,10851,251710,248778
year,2022,307240,1658223,1290703,267984,21123,0,8683,0,298557,8683,0,0,59103,10246,251287,247125
year,2024,299392,1626461,1278123,255508,26477,0,8448,0,290944,8448,0,0,55545,15685,240950,240498
year,2012,276192,2500225,1352184,162582,25887,0,88902,29887,186679,1153,611,87749,58325,14981,148141,148117
year,2019,257069,1716169,1206942,212236,22606,0,2861,0,254208,2861,0,0,50130,12854,195723,195723
year,2011,248272,2183666,993071,128570,20784,0,93968,38970,153729,1105,575,92863,49751,11344,118576,118449
year,2021,239555,1622801,1224574,212603,18468,0,7728,0,231827,7728,0,0,45022,9290,183832,181007
year,2010,239020,2006936,708383,93111,16450,7,122302,54028,116554,337,164,121965,40730,10404,80582,80103
year,2020,236112,1729624,1302457,193022,16681,0,2812,0,233300,2812,0,0,42285,8761,181056,181056
year,2008,198386,1542106,641418,110408,12704,24,69348,16678,128566,0,472,69348,25157,7846,103317,103273
year,2007,194010,1744199,14067,94522,12277,0,80667,31109,113147,0,196,80667,29626,8355,94309,94194
year,2009,193910,1795324,801124,100485,15641,8844,78037,21655,115446,272,427,77765,36826,8728,86281,83860
year,2018,137465,1100714,671026,100651,11424,0,3427,0,134038,3427,0,0,25908,5556,87730,87730
year,2006,94531,856969,209,41271,5789,0,35531,3732,58881,0,119,35531,12514,3522,41264,41136
year,2016,80652,564681,376063,62319,6806,0,1361,4,79291,1361,0,0,15886,4053,56202,56202
year,2017,77762,545353,346816,58223,5797,0,1367,4,76395,1367,0,0,14183,3147,51294,51294
year,2015,74692,535650,339995,55996,6065,0,1420,2,73272,1420,0,0,13045,3249,49497,49497
year,2014,72302,548721,336767,52216,5599,190,3506,192,68796,3506,0,0,11902,2869,45766,45766
year,2013,70059,553862,338379,49267,4923,182,3548,182,66511,3548,0,0,10974,2528,42637,42637
year,2005,65112,658861,621,5240,413,0,53154,23546,11907,0,51,53154,6615,280,5235,5216
year,2004,56289,584044,68,1661,38,0,48191,20923,8094,0,4,48191,5086,4,1661,1641
year,2003,48006,521164,17,1317,8,0,41344,15715,6662,0,0,41344,4507,4,1317,1297
year,2002,42245,450633,20,335,8,0,37733,13990,4511,0,1,37733,4414,4,333,328
year,2001,42238,431539,21,255,8,0,40382,14682,1856,0,0,40382,4221,4,255,255
year,2000,34646,372132,15,166,9,0,31003,9752,3626,0,17,31003,2965,0,166,166
year,1999,29369,339274,0,119,0,0,27762,7771,1590,0,17,27762,2385,0,119,119
year,1998,23518,262667,0,116,0,0,20751,2755,2766,0,1,20751,854,0,116,116
year,1997,23376,268992,0,102,0,0,20585,2735,2791,0,0,20585,835,0,102,102
year,1996,21261,238460,0,89,0,0,19528,2740,1732,0,1,19528,861,0,89,88
year,1995,19887,218118,5,93,1,0,18112,2463,1773,0,2,18112,722,0,93,93
year,1994,19442,215186,1,86,1,0,17635,2156,1699,0,108,17635,634,0,86,86
year,1993,16707,188602,0,58,0,0,15150,1745,1467,0,90,15150,475,0,58,58
year,1992,15763,172557,0,46,0,0,14303,1699,1367,0,93,14303,409,0,46,46
year,1991,11206,121485,15,42,15,0,10320,1758,784,0,102,10320,457,0,42,42
year,1990,10649,121589,0,29,0,0,9806,1161,706,0,137,9806,246,0,29,29
year,1989,8665,105377,0,39,0,0,7866,948,616,0,183,7866,191,0,39,39
year,1988,7449,92090,0,35,0,0,6702,624,574,0,173,6702,53,0,35,35
year,1987,6936,85373,0,21,0,0,6297,592,280,0,359,6297,46,0,21,21
year,1985,5321,49882,0,22,0,0,4461,584,254,0,606,4461,55,0,22,22
year,1986,5203,48218,0,16,0,0,4558,583,249,0,396,4558,54,0,16,16
year,1982,5027,46643,0,21,0,0,4456,519,238,0,333,4456,68,0,21,21
year,1984,5024,47997,0,25,0,0,4382,494,265,0,377,4382,64,0,25,25
year,1983,4959,46738,0,21,0,0,4372,618,240,0,347,4372,69,0,21,21
year,1981,4556,32789,0,16,0,0,4524,465,32,0,0,4524,59,0,16,16
year,1980,3937,28722,0,11,0,0,3920,733,17,0,0,3920,180,0,11,11
year,1979,3929,27568,0,10,0,0,3914,804,15,0,0,3914,194,0,10,10
year,1977,3884,27037,0,1,0,0,3883,641,1,0,0,3883,150,0,1,1
year,1978,3857,26780,0,0,0,0,3857,812,0,0,0,3857,192,0,0,0
year,1976,3750,26555,0,0,0,0,3749,256,1,0,0,3749,3,0,0,0
year,1975,1648,12943,0,0,0,0,1648,266,0,0,0,1648,12,0,0,0
year,1971,1595,10248,0,0,0,0,1595,0,0,0,0,1595,0,0,0,0
year,1972,1458,9924,0,0,0,0,1458,0,0,0,0,1458,0,0,0,0
year,1974,849,9155,0,0,0,0,849,0,0,0,0,849,0,0,0,0
year,1973,833,8944,0,0,0,0,833,0,0,0,0,833,0,0,0,0
year,1970,582,5847,0,0,0,0,582,0,0,0,0,582,0,0,0,0
year,1969,445,4887,0,0,0,0,445,0,0,0,0,445,0,0,0,0
year,1968,275,3265,0,0,0,0,275,0,0,0,0,275,0,0,0,0
year,1967,233,2301,0,0,0,0,233,0,0,0,0,233,0,0,0,0
year,1966,170,1483,0,0,0,0,170,0,0,0,0,170,0,0,0,0
year,1965,121,1421,0,0,0,0,121,0,0,0,0,121,0,0,0,0
country_year,ES|2022,301657,1596536,1255394,264358,20742,0,7699,0,293958,7699,0,0,57729,10067,248392,247125
country_year,ES|2024,297895,1612955,1273921,254753,26299,0,8300,0,289595,8300,0,0,55367,15626,240498,240498
country_year,ES|2023,263019,1514276,1157856,222768,18129,0,8889,0,254130,8889,0,0,50462,8486,209140,209140
country_year,ES|2019,172763,829220,695377,153255,15548,0,0,0,172763,0,0,0,34197,9391,146484,146484
country_year,ES|2021,165536,891629,791733,160021,13036,0,3511,0,162025,3511,0,0,32825,6695,139571,139571
country_year,ES|2020,164907,1042832,893982,143363,10955,0,0,0,164907,0,0,0,30090,6029,139140,139140
country_year,FR|2007,112947,1061046,0,81166,9742,0,22502,5309,90445,0,0,22502,17951,6523,81166,81166
country_year,FR|2008,103918,742642,466390,78399,7775,0,21888,1464,82030,0,0,21888,12530,4341,73874,73874
country_year,FR|2012,88901,778523,535601,60481,11857,0,26523,8455,62378,0,0,26523,26956,6115,56159,56159
country_year,FR|2009,86349,890597,542694,53301,8869,8842,38104,13829,48245,0,0,38104,21738,4198,43696,43696
country_year,CZ|2018,77558,752835,443193,54598,6610,0,2452,0,75106,2452,0,0,14037,3384,46161,46161
country_year,FR|2011,72478,620771,395298,45530,7579,0,24989,7723,47489,0,0,24989,17925,2995,42328,42328
country_year,CZ|2021,68367,668673,398084,48938,5046,0,3226,0,65141,3226,0,0,10824,2414,41436,41436
country_year,CZ|2019,66721,675719,387317,46054,5400,0,1904,0,64817,1904,0,0,11370,2739,38280,38280
country_year,CZ|2023,65541,659566,392459,45922,4537,0,3324,0,62217,3324,0,0,10340,2151,39638,39638
country_year,CZ|2020,65467,629615,376109,45910,5321,0,1882,0,63585,1882,0,0,10822,2561,38948,38948
country_year,IT|2012,64869,428111,275533,44178,5570,0,17247,5901,47622,0,0,17247,11554,3851,42308,42308
country_year,FR|2010,64124,484378,286584,37903,5861,0,24436,7244,39688,0,0,24436,14333,2693,31986,31986
country_year,IT|2010,58800,390816,68194,10004,1690,7,44515,32275,14285,0,0,44515,10002,1203,9173,9117
country_year,IT|2011,56640,368648,195683,33293,5073,0,19059,7092,37571,0,10,19059,10777,3313,31876,31832
country_year,ES|2016,47500,170831,130433,37955,3771,0,0,0,47500,0,0,0,8027,2433,35672,35672
country_year,FR|2006,44986,397442,0,33023,4067,0,8314,0,36672,0,0,8314,6678,2513,33023,33023
country_year,ES|2017,44547,147333,98024,33975,2999,0,0,0,44547,0,0,0,6658,1677,30810,30810
country_year,ES|2018,44512,147111,99047,34528,3357,0,0,0,44512,0,0,0,7513,1486,31930,31930
